Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
200820084062011D,NO,ANDALUCÍA,CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN,,17/07/2014,Convocatoria 2007 del  Programa de Incentivos a los Agentes del conocimiento Andalucía,
2014201479681E,NO,PRINCIPADO DE ASTURIAS,CONSEJERÍA DE MEDIO RURAL Y POLÍTICA AGRARIA,,24/06/2014,SUBVENCIONES A INFRAESTRUCTURAS DE DEFENSA CONTRA INCENDIOS,
201420146035811,NO,PRINCIPADO DE ASTURIAS,CONSEJERÍA DE TRANSICIÓN ECOLÓGICA, INDUSTRIA Y COMERCIO,,24/06/2014,SUBVENCIONES A PERCEPTORES DE PRESTACION POR DESEMPLEO,
20082007014503000N,NO,EXTREMADURA,DIRECCIÓN GENERAL DE POLÍTICA AGRARIA COMUNITARIA,,29/04/2014,Ayudas 2008 a la primera forestación de tierras agrícolas, s/ Decreto 336/2007 de bases reguladoras y convocatoria 2008,
201120104030011D,NO,ANDALUCÍA,DIRECCIÓN GENERAL DE POLÍTICAS ACTIVAS DE EMPLEO,,24/04/2014,ORDEN DE 20 DE OCTUBRE DE 2010 Incentivos Centros Especiales Empleo,
201020106552011D,NO,ANDALUCÍA,D.G. DE VIVIENDA, REHABILITACIÓN Y ARQUITECTURA,,23/04/2014,ORDEN DE 26 DE ENERO DE 2010  Actuaciones Plan Vivienda 2008-12,
200820084028041D,NO,ANDALUCÍA,DIRECCIÓN GENERAL DE POLÍTICAS ACTIVAS DE EMPLEO,,23/04/2014,Orden de 26 de diciembre de 2007, por la que se desarrollan los Programas de Orientación Profesional, Itinerarios de Inserción, Acciones Experimentales, Estudios y Difusión sobre el Mercado de Trabajo, Experiencias Profesionales para el Empleo y Acompañam,
201120113750034D,NO,ANDALUCÍA,CONSEJERÍA DE AGRICULTURA, PESCA, AGUA Y DESARROLLO RURAL,,23/04/2014,RESOL. 17 D MARZO D 2011 PYMES,
200219993750052D,NO,ANDALUCÍA,CONSEJERÍA DE AGRICULTURA, PESCA, AGUA Y DESARROLLO RURAL,,23/04/2014,ORDEN DE 28 DE MAYO DE 1999 sacrificio de animales Convocatoria Permanente,
200820073746011D,NO,ANDALUCÍA,D. G. DE LA PRODUCCIÓN AGRÍCOLA Y GANADERA,,23/04/2014,ORDEN DE 24 DE ABRIL DE 2007,
200620063734222D,NO,ANDALUCÍA,SECRETARÍA GENERAL TÉCNICA (FOMENTO Y VIVIENDA),,23/04/2014,ORDEN DE 10 DE MARZO DE 2006 Actuaciones Plan Andaluz Vivienda 2003-07,
201320131040P,NO,COMUNIDAD DE MADRID,CONSEJERÍA ECONOMÍA, HACIENDA Y EMPLEO,,19/03/2014,ORDEN 10037/13 AYUDAS FOMENTO EMPLEO Y MEJORA COMPETITIVIDAD 2013 (R Y S),
201320135834001O,NO,ILLES BALEARS,SERVICIO DE OCUPACIÓN DE LAS ISLAS BALEARES (SOIB),,25/01/2014,ACCIONS FORMARTIVES DESOCUPATS 2013-2015,
